節,match_id,datetime,stadium,home_team,away_team,home_score,away_score,home_fatigue_score,away_fatigue_score,home_acl_fatigue,away_acl_fatigue,home_acl_last_date,away_acl_last_date,home_acl_days_since,away_acl_days_since,home_acl_travel_type,away_acl_travel_type,home_total_fatigue_score,away_total_fatigue_score,datetime_weather,stadium_weather,is_rain,is_heavy_rain,is_strong_wind,temperature,wind_speed,last_updated_at,__weather_asof,__weather_source,weather_missing,stats_1試合平均シュート数_home,stats_1試合平均枠内シュート数_home,stats_シュート決定率_home,stats_1試合平均得点数_home,stats_1試合平均パス数_home,stats_パス成功率_home,stats_1試合平均ドリブル数_home,stats_ドリブル成功率_home,stats_1試合平均スルーパス数_home,stats_スルーパス成功率_home,stats_1試合平均クロス数_home,stats_1試合平均空中戦勝利数_home,stats_空中戦勝率_home,stats_平均ボール支配率_home,stats_1試合平均チャンスクリエイト数_home,stats_1試合平均1vs1勝利数_home,stats_1試合平均こぼれ球奪取数_home,stats_ゴール期待値_home,stats_1試合平均走行距離_home,stats_1試合平均スプリント回数_home,stats_1試合平均Atスプリント回数_home,stats_1試合平均Mtスプリント回数_home,stats_1試合平均Dtスプリント回数_home,stats_1試合平均ポゼッション時の走行距離_home,stats_1試合平均ポゼッション時のスプリント回数_home,stats_1試合平均被シュート数_home,stats_1試合平均被枠内シュート数_home,stats_1試合平均失点数_home,stats_1試合平均クリア数_home,stats_1試合平均タックル数_home,stats_タックル成功率_home,stats_1試合平均ブロック数_home,stats_1試合平均インターセプト数_home,stats_被ゴール期待値_home,stats_1試合平均被ゴール期待値_home,stats_被ゴール期待値 ※PKを除く_home,stats_クリーンシート総数_home,stats_stats_missing_ratio_home,stats_1試合平均シュート数_away,stats_1試合平均枠内シュート数_away,stats_シュート決定率_away,stats_1試合平均得点数_away,stats_1試合平均パス数_away,stats_パス成功率_away,stats_1試合平均ドリブル数_away,stats_ドリブル成功率_away,stats_1試合平均スルーパス数_away,stats_スルーパス成功率_away,stats_1試合平均クロス数_away,stats_1試合平均空中戦勝利数_away,stats_空中戦勝率_away,stats_平均ボール支配率_away,stats_1試合平均チャンスクリエイト数_away,stats_1試合平均1vs1勝利数_away,stats_1試合平均こぼれ球奪取数_away,stats_ゴール期待値_away,stats_1試合平均走行距離_away,stats_1試合平均スプリント回数_away,stats_1試合平均Atスプリント回数_away,stats_1試合平均Mtスプリント回数_away,stats_1試合平均Dtスプリント回数_away,stats_1試合平均ポゼッション時の走行距離_away,stats_1試合平均ポゼッション時のスプリント回数_away,stats_1試合平均被シュート数_away,stats_1試合平均被枠内シュート数_away,stats_1試合平均失点数_away,stats_1試合平均クリア数_away,stats_1試合平均タックル数_away,stats_タックル成功率_away,stats_1試合平均ブロック数_away,stats_1試合平均インターセプト数_away,stats_被ゴール期待値_away,stats_1試合平均被ゴール期待値_away,stats_被ゴール期待値 ※PKを除く_away,stats_クリーンシート総数_away,stats_stats_missing_ratio_away,management_manager_name_home,management_recent_injuries_suspensions_count_home,management_weather_influence_score_home,management_motivation_score_home,management_manager_name_away,management_recent_injuries_suspensions_count_away,management_weather_influence_score_away,management_motivation_score_away,rankmot_rank_latest_home,rankmot_points_latest_home,rankmot_rank_change_3w_home,rankmot_points_change_3w_home,rankmot_motivation_score_3w_home,rankmot_rank_change_5w_home,rankmot_points_change_5w_home,rankmot_motivation_score_5w_home,rankmot_season_home,rankmot_fetched_date_home,rankmot_rank_latest_away,rankmot_points_latest_away,rankmot_rank_change_3w_away,rankmot_points_change_3w_away,rankmot_motivation_score_3w_away,rankmot_rank_change_5w_away,rankmot_points_change_5w_away,rankmot_motivation_score_5w_away,rankmot_season_away,rankmot_fetched_date_away,absence_impact_total_home,absence_impact_attack_home,absence_impact_defense_home,absence_players_count_home,absence_impact_total_away,absence_impact_attack_away,absence_impact_defense_away,absence_players_count_away,absence_missing_home,absence_missing_away,absence_effective_total_home,absence_effective_attack_home,absence_effective_defense_home,absence_effective_total_away,absence_effective_attack_away,absence_effective_defense_away,absence_cap_applied_home,absence_cap_applied_away,league,stats_asof,stats_source_csv,home_elo_at_prediction,away_elo_at_prediction,home_advantage_diff,home_advantage_profile_diff,hfa_applied_elo,hfa_added_to_diff,hfa_clip_min,hfa_clip_max,elo_diff_scale_factor,elo_diff_before_hfa,elo_diff_after_hfa,diff_raw_no_hfa,elo_diff_scaled,elo_diff_for_prob,elo_diff_used_for_prob,expected_home_two_way,is_home_advantage_positive,prob_home_win_raw,prob_draw_raw,prob_away_win_raw,draw_tweak_mode,base_prob_home,base_prob_draw,base_prob_away,prob_home_win_before_signfix,prob_away_win_before_signfix,elo_sign_fix_applied,elo_sign_fix_reason,prob_home_raw,prob_away_raw,final_prob_home,final_prob_draw,final_prob_away,prob_delta_home,prob_delta_draw,prob_delta_away,residue_detected,prob_home_win,prob_draw,prob_away_win,prob_home,prob_away,final_result,predicted_result,decision_reason,force_draw_applied,argmax_result,argmax_max_prob,argmax_raw_result,argmax_raw_max_prob,d_scaled,decision_draw_expectation_multiplier,decision_draw_assign_enabled,predicted_highest_prob_result,actual_result,is_correct,stats_home_missing,stats_away_missing,management_missing,data_quality_warn,narrow_draw_override_applied,narrow_draw_override_reason,j1_away_restore_override_applied,j1_away_restore_override_reason,draw_candidate_gap,draw_candidate_prob_draw,draw_candidate_flag,draw_candidate_rule_result,draw_candidate_reason
第７節第１日,j1_2026_03181903_長崎_京都,2026-03-18 19:03:00,ピースタ,長崎,京都,1.0,2.0,0.0,10.0,0.0,0.0,,,,,,,0.0,10.0,,,False,False,False,12.350000000000001,6.35,,,,True,11.0,3.8,11.4,1.3,423.8,74.6,11.4,53.8,11.1,43.8,9.1,15.8,48.3,48.0,9.0,17.4,34.8,9.0,115.0,138.0,48.0,45.0,46.0,29.0,64.0,15.1,4.0,1.4,31.4,16.8,67.2,23.6,4.0,12.2,1.5,12.2,3.0,0.0,14.3,4.5,8.8,1.3,383.5,68.0,8.5,66.2,17.5,43.6,15.6,18.8,44.9,52.5,11.8,17.6,39.8,10.5,114.0,161.0,63.0,53.0,46.0,30.0,73.0,13.0,3.5,1.0,26.5,17.6,68.1,24.8,0.6,12.9,1.6,12.9,1.0,0.0,,0,0,0,,0,0,0,6,12,0,0,0.0,0,0,0.0,2026,20260404,2,14,0,0,0.0,0,0,0.0,2026,20260404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.05,0.03,0.02,0.05,0.03,0.02,False,False,j1,2026-04-04,team_master_stats_j1_2026_asof_20260404.csv,1503,1557,-0.3261,-0.3261,26.0,26.0,,,1.1,-54.0881,-28.0881,-54.0881,-20.598,-20.598,-20.598,0.4802,False,0.27337994588666464,0.4033946429267351,0.32322541118660036,off,0.2690320461989138,0.3969789585709095,0.33398899523017667,0.27337994588666464,0.32322541118660036,False,,0.27337994588666464,0.32322541118660036,0.2690320461989138,0.3969789585709095,0.33398899523017667,0.0,0.0,0.0,False,0.2690320461989138,0.3969789585709095,0.33398899523017667,0.2690320461989138,0.33398899523017667,A,A,J1_AWAY_RESTORE_OVERRIDE,False,D,0.3969789585709095,D,0.4033946429267351,20.597956621856476,1.0,False,D,A,True,False,False,False,True,True,prob_draw>=0.335 & gap<=0.010,True,pred=D and away~home while draw only slightly above away,-0.06298996334073281,0.3969789585709095,True,D,prob_draw>=0.33 & gap<=0.02
第７節第１日,j1_2026_03181933_浦和_柏,2026-03-18 19:33:00,埼玉,浦和,柏,1.0,1.0,0.0,10.0,0.0,0.0,,,,,,,0.0,10.0,,,False,False,False,12.350000000000001,6.35,,,,True,13.5,4.4,10.2,1.4,421.4,75.0,11.3,61.1,15.6,52.0,13.5,14.3,48.3,49.3,10.0,21.1,36.0,12.3,118.0,154.0,55.0,49.0,50.0,33.0,68.0,14.3,3.8,1.0,23.1,21.6,65.9,22.4,1.8,11.1,1.3,9.4,3.0,0.0,15.1,4.4,9.1,1.4,595.6,83.0,14.8,54.2,19.4,55.5,16.9,10.3,51.6,57.2,17.4,21.6,35.0,14.3,122.0,136.0,57.0,45.0,34.0,42.0,67.0,10.6,3.6,1.6,17.5,19.3,70.8,15.9,1.4,9.6,1.2,8.8,2.0,0.0,,0,0,0,,0,0,0,5,11,0,0,0.0,0,0,0.0,2026,20260404,8,8,0,0,0.0,0,0,0.0,2026,20260404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.05,0.03,0.02,0.05,0.03,0.02,False,False,j1,2026-04-04,team_master_stats_j1_2026_asof_20260404.csv,1533,1555,0.4167,0.4167,26.0,26.0,,,1.1,-21.8359,4.1641,-21.8359,3.0537,3.0537,3.0537,0.5029,True,0.2448572085034811,0.4281983375019254,0.32694445399459354,off,0.2409188543390371,0.4213110715888014,0.33777007407216136,0.2448572085034811,0.32694445399459354,False,,0.2448572085034811,0.32694445399459354,0.2409188543390371,0.4213110715888014,0.33777007407216136,0.0,0.0,0.0,False,0.2409188543390371,0.4213110715888014,0.33777007407216136,0.2409188543390371,0.33777007407216136,A,A,J1_AWAY_RESTORE_OVERRIDE,False,D,0.4213110715888014,D,0.4281983375019254,3.0536942872408117,1.0,False,D,D,False,False,False,False,True,True,prob_draw>=0.335 & gap<=0.010,True,pred=D and away~home while draw only slightly above away,-0.08354099751664001,0.4213110715888014,True,D,prob_draw>=0.33 & gap<=0.02
第７節第１日,j1_2026_03181933_町田_鹿島,2026-03-18 19:33:00,MUFG国立,町田,鹿島,0.0,3.0,0.0,10.0,0.0,0.0,,,,,,,0.0,10.0,,,False,False,False,12.350000000000001,6.35,,,,True,11.4,3.7,12.6,1.4,416.2,76.7,10.7,58.3,9.0,46.9,12.6,13.1,49.6,46.0,8.7,18.2,31.0,11.0,118.0,113.0,42.0,34.0,37.0,31.0,48.0,12.3,4.2,1.7,18.9,16.7,72.0,18.0,1.2,12.2,1.3,10.6,1.0,0.0,11.5,4.0,16.3,1.9,506.3,81.2,8.1,36.9,16.1,54.3,11.9,12.1,53.6,52.9,11.0,14.0,31.4,11.3,113.0,133.0,54.0,42.0,37.0,34.0,71.0,11.3,3.0,0.5,21.1,18.3,60.3,22.1,2.0,8.5,1.0,7.7,5.0,0.0,,0,0,0,,0,0,0,3,17,0,0,0.0,-1,0,-1.0,2026,20260404,1,22,0,0,0.0,0,0,0.0,2026,20260404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.05,0.03,0.02,0.05,0.03,0.02,False,False,j1,2026-04-04,team_master_stats_j1_2026_asof_20260404.csv,1555,1634,-0.3598,-0.3598,26.0,26.0,,,1.1,-79.3318,-53.3318,-79.3318,-39.11,-39.11,-39.11,0.4625,False,0.3036688245121401,0.3772707971775192,0.3190603783103407,off,0.29890045982273133,0.37134669630711703,0.32975284387015164,0.3036688245121401,0.3190603783103407,False,,0.3036688245121401,0.3190603783103407,0.29890045982273133,0.37134669630711703,0.32975284387015164,0.0,0.0,0.0,False,0.29890045982273133,0.37134669630711703,0.32975284387015164,0.29890045982273133,0.32975284387015164,A,A,J1_AWAY_RESTORE_OVERRIDE,False,D,0.37134669630711703,D,0.3772707971775192,39.11002173810545,1.0,False,D,A,True,False,False,False,True,True,prob_draw>=0.335 & gap<=0.010,True,pred=D and away~home while draw only slightly above away,-0.041593852436965395,0.37134669630711703,True,D,prob_draw>=0.33 & gap<=0.02
第８節第１日,j1_2026_03211403_岡山_長崎,2026-03-21 14:03:00,ＪＦＥス,岡山,長崎,0.0,1.0,0.5,10.5,0.0,0.0,,,,,,,0.5,10.5,,,False,False,False,12.350000000000001,6.35,,,,True,12.9,3.8,7.8,1.0,340.9,68.3,11.4,53.8,10.0,48.8,16.8,20.4,55.1,44.7,10.5,16.9,32.5,10.6,113.0,140.0,56.0,48.0,36.0,29.0,65.0,10.4,3.9,1.0,24.3,16.6,64.7,22.3,1.8,7.7,0.9,7.7,1.0,0.0,11.0,3.8,11.4,1.3,423.8,74.6,11.4,53.8,11.1,43.8,9.1,15.8,48.3,48.0,9.0,17.4,34.8,9.0,115.0,138.0,48.0,45.0,46.0,29.0,64.0,15.1,4.0,1.4,31.4,16.8,67.2,23.6,4.0,12.2,1.5,12.2,3.0,0.0,,0,0,0,,0,0,0,8,11,0,0,0.0,0,0,0.0,2026,20260404,6,12,0,0,0.0,0,0,0.0,2026,20260404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.05,0.03,0.02,0.05,0.03,0.02,False,False,j1,2026-04-04,team_master_stats_j1_2026_asof_20260404.csv,1477,1495,-0.2391,-0.2391,26.0,26.0,,,1.1,-17.1784,8.8216,-17.1784,6.4692,6.4692,6.4692,0.5062,False,0.2482667018123174,0.42382001278219467,0.32791328540548803,off,0.24426186625910246,0.416983294676368,0.3387548390645295,0.2482667018123174,0.32791328540548803,False,,0.2482667018123174,0.32791328540548803,0.24426186625910246,0.416983294676368,0.3387548390645295,0.0,0.0,0.0,False,0.24426186625910246,0.416983294676368,0.3387548390645295,0.24426186625910246,0.3387548390645295,A,A,J1_AWAY_RESTORE_OVERRIDE,False,D,0.416983294676368,D,0.42382001278219467,6.469206467428695,1.0,False,D,A,True,False,False,False,True,True,prob_draw>=0.335 & gap<=0.010,True,pred=D and away~home while draw only slightly above away,-0.0782284556118385,0.416983294676368,True,D,prob_draw>=0.33 & gap<=0.02
第８節第１日,j1_2026_03211435_福岡_Ｇ大阪,2026-03-21 14:35:00,ベススタ,福岡,Ｇ大阪,2.0,2.0,0.5,10.5,0.0,0.0,,,,,,,0.5,10.5,,,False,False,False,12.350000000000001,6.35,,,,True,12.1,3.3,6.2,0.8,364.6,71.3,11.0,39.8,10.9,44.8,11.0,18.0,49.7,44.9,8.5,14.8,36.3,8.8,117.0,116.0,37.0,42.0,37.0,30.0,50.0,13.0,4.3,2.0,23.5,18.3,56.8,22.1,2.3,11.2,1.4,10.4,0.0,0.0,12.6,5.3,10.9,1.4,472.1,75.6,11.0,51.1,16.4,45.8,11.3,16.0,46.0,56.0,12.0,17.4,42.1,8.9,113.0,120.0,39.0,43.0,39.0,32.0,57.0,14.4,4.8,1.4,25.5,17.3,68.1,23.5,1.6,12.1,1.5,10.5,2.0,0.0,,0,0,0,,0,0,0,10,5,0,0,0.0,0,0,0.0,2026,20260404,3,14,0,0,0.0,0,0,0.0,2026,20260404,0.0,0.0,0.0,0.0,0.07500000000000001,0.0,0.09375,3.0,True,False,0.05,0.03,0.02,0.07500000000000001,0.0,0.09375,False,False,j1,2026-04-04,team_master_stats_j1_2026_asof_20260404.csv,1440,1529,0.2083,0.2083,26.0,26.0,,,1.1,-89.4616,-63.4616,-89.4616,-46.5385,-46.5385,-46.5385,0.4555,True,0.31629293451872376,0.36675240054511843,0.31695466493615787,off,0.3113586063807045,0.3610308794733641,0.32761051414593145,0.31629293451872376,0.31695466493615787,False,,0.31629293451872376,0.31695466493615787,0.3113586063807045,0.3610308794733641,0.32761051414593145,0.0,0.0,0.0,False,0.3113586063807045,0.3610308794733641,0.32761051414593145,0.3113586063807045,0.32761051414593145,A,A,J1_AWAY_RESTORE_OVERRIDE,False,D,0.3610308794733641,D,0.36675240054511843,46.535986256994356,1.0,False,D,D,False,False,False,False,True,True,prob_draw>=0.335 & gap<=0.010,True,pred=D and away~home while draw only slightly above away,-0.033420365327432644,0.3610308794733641,True,D,prob_draw>=0.33 & gap<=0.02
第８節第２日,j1_2026_03221304_清水_広島,2026-03-22 13:04:00,アイスタ,清水,広島,3.0,1.0,0.0,10.0,0.0,0.0,,,,,,,0.0,10.0,,,False,False,False,12.350000000000001,6.35,,,,True,10.6,2.9,9.5,1.0,393.9,66.4,8.1,39.7,12.6,44.2,15.8,23.7,47.0,48.7,8.3,14.2,44.0,11.3,114.0,125.0,48.0,35.0,42.0,28.0,59.0,12.0,4.0,1.0,27.0,16.7,66.0,22.3,2.0,11.7,1.3,10.9,2.0,0.0,15.8,3.6,9.5,1.5,421.1,71.4,10.3,45.1,16.3,40.8,14.3,22.6,50.8,50.6,13.4,14.8,40.9,12.4,112.0,137.0,54.0,43.0,40.0,31.0,63.0,10.1,3.4,1.5,18.8,16.5,61.4,22.5,1.5,9.7,1.2,8.9,1.0,0.0,,0,0,0,,0,0,0,5,13,0,0,0.0,-1,0,-1.0,2026,20260404,7,11,0,0,0.0,0,0,0.0,2026,20260404,0.053333,0.0,0.066667,1.0,0.0,0.0,0.0,0.0,False,True,0.053333,0.0,0.066667,0.05,0.03,0.02,False,False,j1,2026-04-04,team_master_stats_j1_2026_asof_20260404.csv,1466,1568,-0.2319,-0.2319,26.0,26.0,,,1.1,-102.4968,-76.4968,-102.4968,-56.0977,-56.0977,-56.0977,0.4464,False,0.33291575049510547,0.3532057396741517,0.3138785098307429,off,0.32777172545754224,0.34774820525112476,0.32448006929133305,0.33291575049510547,0.3138785098307429,False,,0.33291575049510547,0.3138785098307429,0.32777172545754224,0.34774820525112476,0.32448006929133305,0.0,0.0,0.0,False,0.32777172545754224,0.34774820525112476,0.32448006929133305,0.32777172545754224,0.32448006929133305,D,D,NARROW_DRAW_OVERRIDE,False,D,0.34774820525112476,D,0.3532057396741517,56.09798715209675,1.0,False,D,H,False,False,False,False,True,True,prob_draw>=0.335 & gap<=0.010,False,,-0.019976479793582524,0.34774820525112476,True,D,prob_draw>=0.33 & gap<=0.02
第８節第２日,j1_2026_03221403_京都_名古屋,2026-03-22 14:03:00,サンガＳ,京都,名古屋,1.0,1.0,0.0,10.0,0.0,0.0,,,,,,,0.0,10.0,,,False,False,False,12.350000000000001,6.35,,,,True,14.3,4.5,8.8,1.3,383.5,68.0,8.5,66.2,17.5,43.6,15.6,18.8,44.9,52.5,11.8,17.6,39.8,10.5,114.0,161.0,63.0,53.0,46.0,30.0,73.0,13.0,3.5,1.0,26.5,17.6,68.1,24.8,0.6,12.9,1.6,12.9,1.0,0.0,15.1,4.8,9.1,1.4,444.9,76.2,10.3,61.0,16.4,42.7,16.8,19.8,56.8,52.5,13.3,19.6,37.1,12.3,114.0,143.0,53.0,47.0,43.0,34.0,71.0,16.0,5.3,1.3,23.1,20.6,64.8,20.1,1.9,11.3,1.4,11.3,2.0,0.0,,0,0,0,,0,0,0,2,14,0,0,0.0,0,0,0.0,2026,20260404,4,13,0,0,0.0,1,0,1.0,2026,20260404,0.05,0.0,0.0625,1.0,0.0,0.0,0.0,0.0,False,True,0.05,0.0,0.0625,0.05,0.03,0.02,False,False,j1,2026-04-04,team_master_stats_j1_2026_asof_20260404.csv,1566,1482,0.7826,0.7826,26.0,26.0,,,1.1,83.244,109.244,83.244,80.1123,80.1123,80.1123,0.5763,True,0.3267948261215096,0.33174945097847763,0.3414557229000128,off,0.32130918315114526,0.3261806386894922,0.3525101781593626,0.3267948261215096,0.3414557229000128,False,,0.3267948261215096,0.3414557229000128,0.32130918315114526,0.3261806386894922,0.3525101781593626,0.0,0.0,0.0,False,0.32130918315114526,0.3261806386894922,0.3525101781593626,0.32130918315114526,0.3525101781593626,A,A,ARGMAX,False,A,0.3525101781593626,A,0.3414557229000128,80.1122842303918,1.0,False,A,D,False,False,False,False,True,False,,False,,0.026329539469870378,0.3261806386894922,False,A,
第８節第１日,j1_2026_03221403_東京Ｖ_FC東京,2026-03-22 14:03:00,味スタ,東京Ｖ,FC東京,0.0,0.0,0.0,10.0,0.0,0.0,,,,,,,0.0,10.0,,,False,False,False,12.350000000000001,6.35,,,,True,7.0,2.3,17.9,1.3,420.5,76.2,8.6,27.5,7.6,45.9,10.0,16.4,51.8,46.6,7.0,14.6,24.8,5.2,121.0,149.0,54.0,47.0,48.0,32.0,60.0,10.3,2.9,1.4,20.8,18.4,66.7,21.4,1.8,9.2,1.1,8.4,2.0,0.0,15.4,4.8,9.4,1.4,484.9,78.2,12.1,48.6,18.1,50.3,15.1,14.6,56.2,52.7,12.7,18.1,37.7,14.5,119.0,153.0,70.0,48.0,35.0,38.0,86.0,9.6,3.1,0.8,18.9,18.3,66.7,18.7,1.9,7.1,0.7,7.1,3.0,0.0,,0,0,0,,0,0,0,4,13,0,0,0.0,0,0,0.0,2026,20260404,2,19,0,0,0.0,1,3,1.3,2026,20260404,0.0,0.0,0.0,0.0,0.034043,0.0,0.042553,2.0,True,False,0.05,0.03,0.02,0.034043,0.0,0.042553,False,False,j1,2026-04-04,team_master_stats_j1_2026_asof_20260404.csv,1468,1529,0.0833,0.0833,26.0,26.0,,,1.1,-60.2232,-34.2232,-60.2232,-25.097,-25.097,-25.097,0.4759,True,0.2805818273199902,0.39706303745851323,0.32235513522149656,off,0.27613121161700643,0.39076478569193707,0.33310400269105656,0.2805818273199902,0.32235513522149656,False,,0.2805818273199902,0.32235513522149656,0.27613121161700643,0.39076478569193707,0.33310400269105656,0.0,0.0,0.0,False,0.27613121161700643,0.39076478569193707,0.33310400269105656,0.27613121161700643,0.33310400269105656,A,A,J1_AWAY_RESTORE_OVERRIDE,False,D,0.39076478569193707,D,0.39706303745851323,25.098594344815602,1.0,False,D,D,False,False,False,False,True,True,prob_draw>=0.335 & gap<=0.010,True,pred=D and away~home while draw only slightly above away,-0.05766078300088051,0.39076478569193707,True,D,prob_draw>=0.33 & gap<=0.02
第８節第１日,j1_2026_03221503_川崎Ｆ_横浜FM,2026-03-22 15:03:00,MUFG国立,川崎Ｆ,横浜FM,0.0,5.0,0.0,10.0,0.0,0.0,,,,,,,0.0,10.0,,,False,False,False,12.350000000000001,6.35,,,,True,12.0,3.8,11.5,1.4,519.9,81.8,10.6,52.9,18.6,49.7,14.3,10.8,44.1,50.2,13.5,16.1,34.1,10.8,115.0,120.0,50.0,39.0,31.0,33.0,62.0,16.6,4.8,1.8,21.9,16.1,65.1,22.4,1.5,15.9,1.9,15.9,2.0,0.0,12.8,3.0,11.8,1.5,377.5,72.5,10.9,57.5,13.5,45.4,15.0,14.0,47.7,46.1,9.5,19.8,26.0,11.8,118.0,143.0,50.0,39.0,54.0,30.0,56.0,9.4,3.5,1.5,20.5,20.9,64.7,16.5,1.0,8.8,1.1,8.8,2.0,0.0,,0,0,0,,0,0,0,6,11,0,0,0.0,0,0,0.0,2026,20260404,7,9,0,0,0.0,0,0,0.0,2026,20260404,0.033333,0.0,0.041667,3.0,0.0,0.0,0.0,0.0,False,True,0.033333,0.0,0.041667,0.05,0.03,0.02,False,False,j1,2026-04-04,team_master_stats_j1_2026_asof_20260404.csv,1515,1466,0.6087,0.6087,26.0,26.0,,,1.1,49.483,75.483,49.483,55.3542,55.3542,55.3542,0.5529,True,0.299447273975248,0.3620243114753027,0.3385284145494493,off,0.2944630681942891,0.35599853056853764,0.34953840123717334,0.299447273975248,0.3385284145494493,False,,0.299447273975248,0.3385284145494493,0.2944630681942891,0.35599853056853764,0.34953840123717334,0.0,0.0,0.0,False,0.2944630681942891,0.35599853056853764,0.34953840123717334,0.2944630681942891,0.34953840123717334,A,A,J1_AWAY_RESTORE_OVERRIDE,False,D,0.35599853056853764,D,0.3620243114753027,55.355896809812464,1.0,False,D,A,True,False,False,False,True,True,prob_draw>=0.335 & gap<=0.010,True,pred=D and away~home while draw only slightly above away,-0.006460129331364306,0.35599853056853764,True,D,prob_draw>=0.33 & gap<=0.02
第８節第１日,j1_2026_03221503_鹿島_千葉,2026-03-22 15:03:00,メルスタ,鹿島,千葉,2.0,1.0,0.0,10.0,0.0,0.0,,,,,,,0.0,10.0,,,False,False,False,12.350000000000001,6.35,,,,True,11.5,4.0,16.3,1.9,506.3,81.2,8.1,36.9,16.1,54.3,11.9,12.1,53.6,52.9,11.0,14.0,31.4,11.3,113.0,133.0,54.0,42.0,37.0,34.0,71.0,11.3,3.0,0.5,21.1,18.3,60.3,22.1,2.0,8.5,1.0,7.7,5.0,0.0,11.8,3.4,6.4,0.8,428.4,76.4,12.3,48.0,10.5,41.7,14.1,13.5,48.0,47.4,9.1,16.9,33.9,9.4,120.0,119.0,38.0,38.0,43.0,35.0,48.0,19.1,5.4,1.5,30.5,17.9,61.5,19.1,2.1,17.3,2.1,15.6,1.0,0.0,,0,0,0,,0,0,0,1,22,0,0,0.0,0,0,0.0,2026,20260404,10,5,0,0,0.0,0,0,0.0,2026,20260404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.05,0.03,0.02,0.05,0.03,0.02,False,False,j1,2026-04-04,team_master_stats_j1_2026_asof_20260404.csv,1642,1476,2.1667,2.1667,26.0,26.0,,,1.1,166.1398,192.1398,166.1398,140.9025,140.9025,140.9025,0.632,True,0.39649832615795727,0.2620863531781864,0.3414153206638564,off,0.38984340067544254,0.2576874313282868,0.35246916799627076,0.39649832615795727,0.3414153206638564,False,,0.39649832615795727,0.3414153206638564,0.38984340067544254,0.2576874313282868,0.35246916799627076,0.0,0.0,0.0,False,0.38984340067544254,0.2576874313282868,0.35246916799627076,0.38984340067544254,0.35246916799627076,H,H,ARGMAX,False,H,0.38984340067544254,H,0.39649832615795727,140.90254804360094,1.0,False,H,H,True,False,False,False,True,False,,False,,0.13215596934715573,0.2576874313282868,False,H,
第８節第２日,j1_2026_03221503_Ｃ大阪_神戸,2026-03-22 15:03:00,ヨドコウ,Ｃ大阪,神戸,1.0,1.0,0.0,10.0,0.0,0.0,,,,,,,0.0,10.0,,,False,False,False,12.350000000000001,6.35,,,,True,11.0,3.8,8.0,0.9,464.8,75.5,9.6,53.2,18.6,44.3,15.5,16.8,53.8,49.6,11.8,16.3,37.1,9.8,123.0,140.0,55.0,45.0,39.0,36.0,72.0,14.5,2.6,0.9,28.6,19.9,56.0,25.3,0.8,10.0,1.2,10.0,3.0,0.0,13.0,3.8,12.8,1.7,448.1,73.4,7.4,47.8,11.4,52.4,12.9,25.6,50.1,52.7,9.4,13.7,39.5,14.4,117.0,143.0,48.0,46.0,49.0,33.0,58.0,10.0,3.5,0.8,26.9,16.8,60.3,21.6,1.9,9.0,1.0,8.2,3.0,0.0,,0,0,0,,0,0,0,9,11,0,0,0.0,0,0,0.0,2026,20260404,1,19,0,0,0.0,0,3,0.3,2026,20260404,0.07500000000000001,0.0,0.09375,3.0,0.053333,0.0,0.066667,2.0,False,False,0.07500000000000001,0.0,0.09375,0.053333,0.0,0.066667,False,False,j1,2026-04-04,team_master_stats_j1_2026_asof_20260404.csv,1492,1557,-0.1033,-0.1033,26.0,26.0,,,1.1,-65.9482,-39.9482,-65.9482,-29.2953,-29.2953,-29.2953,0.4719,False,0.2873963285503324,0.39114280792127026,0.3214608635283973,off,0.2828500672076506,0.38495540310614906,0.33219452968620045,0.2873963285503324,0.3214608635283973,False,,0.2873963285503324,0.3214608635283973,0.2828500672076506,0.38495540310614906,0.33219452968620045,0.0,0.0,0.0,False,0.2828500672076506,0.38495540310614906,0.33219452968620045,0.2828500672076506,0.33219452968620045,A,A,J1_AWAY_RESTORE_OVERRIDE,False,D,0.38495540310614906,D,0.39114280792127026,29.29748958839425,1.0,False,D,D,False,False,False,False,True,True,prob_draw>=0.335 & gap<=0.010,True,pred=D and away~home while draw only slightly above away,-0.05276087341994862,0.38495540310614906,True,D,prob_draw>=0.33 & gap<=0.02
